project_code,major_name,plan_end_time,state,stage,area,project_tag,region_tag,headquarter_tag,profession_tag,sum of danger_number,count of risk_level=1,count of risk_level=2,count of risk_level=3
ZRH(ZB)-2007-L01-A01-000-28,消防专业,2020/9/15 0:00,1,运营阶段,租户区域,北京密云万象汇,华北大区,华润置地,综合体,27,3,19,5
ZRH(ZB)-2007-L01-A01-000-28,电梯专业,2020/9/15 0:00,1,运营阶段,井道,北京密云万象汇,华北大区,华润置地,综合体,6,1,5,0
ZRH(ZB)-2007-L01-A01-000-28,电梯专业,2020/9/15 0:00,1,运营阶段,扶手带与围裙板,北京密云万象汇,华北大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-2007-L01-A01-000-28,电梯专业,2020/9/15 0:00,1,运营阶段,机房,北京密云万象汇,华北大区,华润置地,综合体,5,1,4,0
ZRH(ZB)-2007-L01-A01-000-28,电梯专业,2020/9/15 0:00,1,运营阶段,监控和安全装置,北京密云万象汇,华北大区,华润置地,综合体,2,0,2,0
ZRH(ZB)-2007-L01-A01-000-28,电梯专业,2020/9/15 0:00,1,运营阶段,运行与标识,北京密云万象汇,华北大区,华润置地,综合体,3,1,2,0
ZRH(ZB)-2007-L01-A01-000-28,电梯专业,2020/9/15 0:00,1,运营阶段,驱动与转向站,北京密云万象汇,华北大区,华润置地,综合体,3,2,1,0
ZRH(ZB)-2007-L01-A01-000-28,电气专业,2020/9/15 0:00,1,施工阶段,公共区域,北京密云万象汇,华北大区,华润置地,综合体,6,1,5,0
ZRH(ZB)-2007-L01-A01-000-28,电气专业,2020/9/15 0:00,1,施工阶段,租户区域,北京密云万象汇,华北大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-2007-L01-A01-000-28,电气专业,2020/9/15 0:00,1,运营阶段,公共区域,北京密云万象汇,华北大区,华润置地,综合体,11,2,7,2
ZRH(ZB)-2007-L01-A01-000-28,电气专业,2020/9/15 0:00,1,运营阶段,租户区域,北京密云万象汇,华北大区,华润置地,综合体,6,0,4,2
ZRH(ZB)-2007-L01-A01-000-29,消防专业,2020/9/19 0:00,1,施工阶段,公共区域,淄博万象汇,华北大区,华润置地,综合体,11,1,8,2
ZRH(ZB)-2007-L01-A01-000-29,消防专业,2020/9/19 0:00,1,施工阶段,租户区域,淄博万象汇,华北大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-2007-L01-A01-000-29,消防专业,2020/9/19 0:00,1,运营阶段,公共区域,淄博万象汇,华北大区,华润置地,综合体,51,11,37,3
ZRH(ZB)-2007-L01-A01-000-29,消防专业,2020/9/19 0:00,1,运营阶段,租户区域,淄博万象汇,华北大区,华润置地,综合体,39,5,30,4
ZRH(ZB)-2007-L01-A01-000-29,电梯专业,2020/9/19 0:00,1,运营阶段,井道,淄博万象汇,华北大区,华润置地,综合体,6,1,5,0
ZRH(ZB)-2007-L01-A01-000-29,电梯专业,2020/9/19 0:00,1,运营阶段,扶手带与围裙板,淄博万象汇,华北大区,华润置地,综合体,4,1,3,0
ZRH(ZB)-2007-L01-A01-000-29,电梯专业,2020/9/19 0:00,1,运营阶段,机房,淄博万象汇,华北大区,华润置地,综合体,3,1,1,1
ZRH(ZB)-2007-L01-A01-000-29,电梯专业,2020/9/19 0:00,1,运营阶段,轿厢与对重,淄博万象汇,华北大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-2007-L01-A01-000-29,电梯专业,2020/9/19 0:00,1,运营阶段,轿门与层门,淄博万象汇,华北大区,华润置地,综合体,3,1,2,0
ZRH(ZB)-2007-L01-A01-000-29,电梯专业,2020/9/19 0:00,1,运营阶段,运行与标识,淄博万象汇,华北大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-2007-L01-A01-000-29,电梯专业,2020/9/19 0:00,1,运营阶段,驱动与转向站,淄博万象汇,华北大区,华润置地,综合体,5,4,1,0
ZRH(ZB)-2007-L01-A01-000-29,电气专业,2020/9/19 0:00,1,施工阶段,公共区域,淄博万象汇,华北大区,华润置地,综合体,10,0,9,1
ZRH(ZB)-2007-L01-A01-000-29,电气专业,2020/9/19 0:00,1,施工阶段,租户区域,淄博万象汇,华北大区,华润置地,综合体,3,0,3,0
ZRH(ZB)-2007-L01-A01-000-29,电气专业,2020/9/19 0:00,1,运营阶段,公共区域,淄博万象汇,华北大区,华润置地,综合体,11,2,9,0
ZRH(ZB)-2007-L01-A01-000-29,电气专业,2020/9/19 0:00,1,运营阶段,租户区域,淄博万象汇,华北大区,华润置地,综合体,13,1,11,1
ZRH(ZB)-2007-L01-A01-000-30,消防专业,2020/9/19 0:00,1,施工阶段,公共区域,西咸万象城,华西大区,华润置地,综合体,19,2,14,3
ZRH(ZB)-2007-L01-A01-000-30,消防专业,2020/9/19 0:00,1,施工阶段,租户区域,西咸万象城,华西大区,华润置地,综合体,5,0,5,0
ZRH(ZB)-2007-L01-A01-000-30,消防专业,2020/9/19 0:00,1,设计阶段,公共区域,西咸万象城,华西大区,华润置地,综合体,2,0,1,1
ZRH(ZB)-2007-L01-A01-000-30,消防专业,2020/9/19 0:00,1,运营阶段,公共区域,西咸万象城,华西大区,华润置地,综合体,63,11,49,3
ZRH(ZB)-2007-L01-A01-000-30,消防专业,2020/9/19 0:00,1,运营阶段,租户区域,西咸万象城,华西大区,华润置地,综合体,17,1,16,0
ZRH(ZB)-2007-L01-A01-000-30,电梯专业,2020/9/19 0:00,1,施工阶段,轿门与层门,西咸万象城,华西大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-2007-L01-A01-000-30,电梯专业,2020/9/19 0:00,1,运营阶段,井道,西咸万象城,华西大区,华润置地,综合体,5,3,2,0
ZRH(ZB)-2007-L01-A01-000-30,电梯专业,2020/9/19 0:00,1,运营阶段,扶手带与围裙板,西咸万象城,华西大区,华润置地,综合体,4,2,2,0
ZRH(ZB)-2007-L01-A01-000-30,电梯专业,2020/9/19 0:00,1,运营阶段,监控和安全装置,西咸万象城,华西大区,华润置地,综合体,1,0,0,1
ZRH(ZB)-2007-L01-A01-000-30,电梯专业,2020/9/19 0:00,1,运营阶段,轿门与层门,西咸万象城,华西大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-2007-L01-A01-000-30,电梯专业,2020/9/19 0:00,1,运营阶段,驱动与转向站,西咸万象城,华西大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-2007-L01-A01-000-31,消防专业,2020/9/23 0:00,1,施工阶段,公共区域,沈阳铁西万象汇,东北大区,华润置地,综合体,16,3,9,4
ZRH(ZB)-2007-L01-A01-000-31,消防专业,2020/9/23 0:00,1,施工阶段,租户区域,沈阳铁西万象汇,东北大区,华润置地,综合体,13,4,9,0
ZRH(ZB)-2007-L01-A01-000-31,消防专业,2020/9/23 0:00,1,设计阶段,公共区域,沈阳铁西万象汇,东北大区,华润置地,综合体,3,0,3,0
ZRH(ZB)-2007-L01-A01-000-31,消防专业,2020/9/23 0:00,1,运营阶段,公共区域,沈阳铁西万象汇,东北大区,华润置地,综合体,68,8,54,6
ZRH(ZB)-2007-L01-A01-000-31,消防专业,2020/9/23 0:00,1,运营阶段,租户区域,沈阳铁西万象汇,东北大区,华润置地,综合体,9,3,6,0
ZRH(ZB)-2007-L01-A01-000-31,电梯专业,2020/9/23 0:00,1,运营阶段,井道,沈阳铁西万象汇,东北大区,华润置地,综合体,6,4,2,0
ZRH(ZB)-2007-L01-A01-000-31,电梯专业,2020/9/23 0:00,1,运营阶段,扶手带与围裙板,沈阳铁西万象汇,东北大区,华润置地,综合体,3,1,2,0
ZRH(ZB)-2007-L01-A01-000-31,电梯专业,2020/9/23 0:00,1,运营阶段,机房,沈阳铁西万象汇,东北大区,华润置地,综合体,2,0,2,0
ZRH(ZB)-2007-L01-A01-000-31,电梯专业,2020/9/23 0:00,1,运营阶段,轿门与层门,沈阳铁西万象汇,东北大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-2007-L01-A01-000-31,电梯专业,2020/9/23 0:00,1,运营阶段,驱动与转向站,沈阳铁西万象汇,东北大区,华润置地,综合体,5,2,3,0
ZRH(ZB)-2007-L01-A01-000-32,消防专业,2020/9/23 0:00,1,施工阶段,公共区域,济南万象城,华北大区,华润置地,综合体,15,4,10,1
ZRH(ZB)-2007-L01-A01-000-32,消防专业,2020/9/23 0:00,1,施工阶段,租户区域,济南万象城,华北大区,华润置地,综合体,4,1,3,0
ZRH(ZB)-2007-L01-A01-000-32,消防专业,2020/9/23 0:00,1,运营阶段,公共区域,济南万象城,华北大区,华润置地,综合体,37,8,28,1
ZRH(ZB)-2007-L01-A01-000-32,消防专业,2020/9/23 0:00,1,运营阶段,租户区域,济南万象城,华北大区,华润置地,综合体,11,5,6,0
ZRH(ZB)-2007-L01-A01-000-32,电梯专业,2020/9/23 0:00,1,施工阶段,扶手带与围裙板,济南万象城,华北大区,华润置地,综合体,2,0,2,0
ZRH(ZB)-2007-L01-A01-000-32,电梯专业,2020/9/23 0:00,1,施工阶段,驱动与转向站,济南万象城,华北大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-2007-L01-A01-000-32,电梯专业,2020/9/23 0:00,1,运营阶段,井道,济南万象城,华北大区,华润置地,综合体,2,0,2,0
ZRH(ZB)-2007-L01-A01-000-32,电梯专业,2020/9/23 0:00,1,运营阶段,扶手带与围裙板,济南万象城,华北大区,华润置地,综合体,3,1,2,0
ZRH(ZB)-2007-L01-A01-000-32,电梯专业,2020/9/23 0:00,1,运营阶段,机房,济南万象城,华北大区,华润置地,综合体,3,1,2,0
ZRH(ZB)-2007-L01-A01-000-32,电梯专业,2020/9/23 0:00,1,运营阶段,监控和安全装置,济南万象城,华北大区,华润置地,综合体,2,0,2,0
ZRH(ZB)-2007-L01-A01-000-32,电梯专业,2020/9/23 0:00,1,运营阶段,轿厢与对重,济南万象城,华北大区,华润置地,综合体,1,1,0,0
ZRH(ZB)-2007-L01-A01-000-32,电梯专业,2020/9/23 0:00,1,运营阶段,轿门与层门,济南万象城,华北大区,华润置地,综合体,6,2,4,0
ZRH(ZB)-2007-L01-A01-000-32,电梯专业,2020/9/23 0:00,1,运营阶段,运行与标识,济南万象城,华北大区,华润置地,综合体,3,0,2,1
ZRH(ZB)-2007-L01-A01-000-32,电梯专业,2020/9/23 0:00,1,运营阶段,驱动与转向站,济南万象城,华北大区,华润置地,综合体,2,1,1,0
ZRH(ZB)-2007-L01-A01-000-32,电气专业,2020/9/23 0:00,1,施工阶段,公共区域,济南万象城,华北大区,华润置地,综合体,10,1,9,0
ZRH(ZB)-2007-L01-A01-000-32,电气专业,2020/9/23 0:00,1,施工阶段,租户区域,济南万象城,华北大区,华润置地,综合体,4,0,4,0
ZRH(ZB)-2007-L01-A01-000-32,电气专业,2020/9/23 0:00,1,运营阶段,公共区域,济南万象城,华北大区,华润置地,综合体,6,0,5,1
ZRH(ZB)-2007-L01-A01-000-32,电气专业,2020/9/23 0:00,1,运营阶段,租户区域,济南万象城,华北大区,华润置地,综合体,12,1,11,0
ZRH(ZB)-2007-L01-A01-000-33,消防专业,2020/9/29 0:00,1,施工阶段,公共区域,北京五彩城,华北大区,华润置地,综合体,9,3,6,0
ZRH(ZB)-2007-L01-A01-000-33,消防专业,2020/9/29 0:00,1,施工阶段,租户区域,北京五彩城,华北大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-2007-L01-A01-000-33,消防专业,2020/9/29 0:00,1,运营阶段,公共区域,北京五彩城,华北大区,华润置地,综合体,61,10,47,4
ZRH(ZB)-2007-L01-A01-000-33,消防专业,2020/9/29 0:00,1,运营阶段,租户区域,北京五彩城,华北大区,华润置地,综合体,18,3,13,2
ZRH(ZB)-2007-L01-A01-000-33,电梯专业,2020/9/29 0:00,1,运营阶段,井道,北京五彩城,华北大区,华润置地,综合体,8,1,6,1
ZRH(ZB)-2007-L01-A01-000-33,电梯专业,2020/9/29 0:00,1,运营阶段,机房,北京五彩城,华北大区,华润置地,综合体,5,2,3,0
ZRH(ZB)-2007-L01-A01-000-33,电梯专业,2020/9/29 0:00,1,运营阶段,资料,北京五彩城,华北大区,华润置地,综合体,2,2,0,0
ZRH(ZB)-2007-L01-A01-000-33,电梯专业,2020/9/29 0:00,1,运营阶段,轿厢与对重,北京五彩城,华北大区,华润置地,综合体,4,1,3,0
ZRH(ZB)-2007-L01-A01-000-33,电梯专业,2020/9/29 0:00,1,运营阶段,轿门与层门,北京五彩城,华北大区,华润置地,综合体,5,1,4,0
ZRH(ZB)-2007-L01-A01-000-33,电梯专业,2020/9/29 0:00,1,运营阶段,运行与标识,北京五彩城,华北大区,华润置地,综合体,2,2,0,0
ZRH(ZB)-2007-L01-A01-000-33,电梯专业,2020/9/29 0:00,1,运营阶段,驱动与转向站,北京五彩城,华北大区,华润置地,综合体,7,1,6,0
ZRH(ZB)-2007-L01-A01-000-33,电气专业,2020/9/29 0:00,1,施工阶段,公共区域,北京五彩城,华北大区,华润置地,综合体,4,0,4,0
ZRH(ZB)-2007-L01-A01-000-33,电气专业,2020/9/29 0:00,1,施工阶段,租户区域,北京五彩城,华北大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-2007-L01-A01-000-33,电气专业,2020/9/29 0:00,1,运营阶段,公共区域,北京五彩城,华北大区,华润置地,综合体,15,2,12,1
ZRH(ZB)-2007-L01-A01-000-33,电气专业,2020/9/29 0:00,1,运营阶段,租户区域,北京五彩城,华北大区,华润置地,综合体,7,0,5,2
ZRH(ZB)-2007-L01-A01-000-34,消防专业,2020/9/29 0:00,1,施工阶段,公共区域,温州万象城,华东大区,华润置地,综合体,1,0,0,1
ZRH(ZB)-2007-L01-A01-000-34,消防专业,2020/9/29 0:00,1,施工阶段,租户区域,温州万象城,华东大区,华润置地,综合体,2,0,2,0
ZRH(ZB)-2007-L01-A01-000-34,消防专业,2020/9/29 0:00,1,运营阶段,公共区域,温州万象城,华东大区,华润置地,综合体,35,10,22,3
ZRH(ZB)-2007-L01-A01-000-34,消防专业,2020/9/29 0:00,1,运营阶段,租户区域,温州万象城,华东大区,华润置地,综合体,13,1,12,0
ZRH(ZB)-2007-L01-A01-000-34,电梯专业,2020/9/29 0:00,1,施工阶段,井道,温州万象城,华东大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-2007-L01-A01-000-34,电梯专业,2020/9/29 0:00,1,运营阶段,井道,温州万象城,华东大区,华润置地,综合体,2,1,1,0
ZRH(ZB)-2007-L01-A01-000-34,电梯专业,2020/9/29 0:00,1,运营阶段,扶手带与围裙板,温州万象城,华东大区,华润置地,综合体,3,0,3,0
ZRH(ZB)-2007-L01-A01-000-34,电梯专业,2020/9/29 0:00,1,运营阶段,机房,温州万象城,华东大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-2007-L01-A01-000-34,电梯专业,2020/9/29 0:00,1,运营阶段,轿厢与对重,温州万象城,华东大区,华润置地,综合体,1,1,0,0
ZRH(ZB)-2007-L01-A01-000-34,电梯专业,2020/9/29 0:00,1,运营阶段,轿门与层门,温州万象城,华东大区,华润置地,综合体,5,1,3,1
ZRH(ZB)-2007-L01-A01-000-34,电梯专业,2020/9/29 0:00,1,运营阶段,运行与标识,温州万象城,华东大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-2007-L01-A01-000-34,电梯专业,2020/9/29 0:00,1,运营阶段,驱动与转向站,温州万象城,华东大区,华润置地,综合体,3,1,2,0
ZRH(ZB)-2007-L01-A01-000-35,消防专业,2020/10/12 0:00,1,施工阶段,公共区域,北京凤凰汇,华北大区,华润置地,综合体,10,2,6,2
ZRH(ZB)-2007-L01-A01-000-35,消防专业,2020/10/12 0:00,1,施工阶段,租户区域,北京凤凰汇,华北大区,华润置地,综合体,4,0,4,0
ZRH(ZB)-2007-L01-A01-000-35,消防专业,2020/10/12 0:00,1,设计阶段,公共区域,北京凤凰汇,华北大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-2007-L01-A01-000-35,消防专业,2020/10/12 0:00,1,运营阶段,公共区域,北京凤凰汇,华北大区,华润置地,综合体,28,7,18,3
ZRH(ZB)-2007-L01-A01-000-35,消防专业,2020/10/12 0:00,1,运营阶段,租户区域,北京凤凰汇,华北大区,华润置地,综合体,17,2,11,4
ZRH(ZB)-2007-L01-A01-000-35,电梯专业,2020/10/12 0:00,1,运营阶段,井道,北京凤凰汇,华北大区,华润置地,综合体,7,1,4,2
ZRH(ZB)-2007-L01-A01-000-35,电梯专业,2020/10/12 0:00,1,运营阶段,扶手带与围裙板,北京凤凰汇,华北大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-2007-L01-A01-000-35,电梯专业,2020/10/12 0:00,1,运营阶段,机房,北京凤凰汇,华北大区,华润置地,综合体,5,3,2,0
ZRH(ZB)-2007-L01-A01-000-35,电梯专业,2020/10/12 0:00,1,运营阶段,监控和安全装置,北京凤凰汇,华北大区,华润置地,综合体,2,0,1,1
ZRH(ZB)-2007-L01-A01-000-35,电梯专业,2020/10/12 0:00,1,运营阶段,轿厢与对重,北京凤凰汇,华北大区,华润置地,综合体,6,4,2,0
ZRH(ZB)-2007-L01-A01-000-35,电梯专业,2020/10/12 0:00,1,运营阶段,轿门与层门,北京凤凰汇,华北大区,华润置地,综合体,6,1,4,1
ZRH(ZB)-2007-L01-A01-000-35,电梯专业,2020/10/12 0:00,1,运营阶段,运行与标识,北京凤凰汇,华北大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-2007-L01-A01-000-35,电梯专业,2020/10/12 0:00,1,运营阶段,驱动与转向站,北京凤凰汇,华北大区,华润置地,综合体,7,2,5,0
ZRH(ZB)-2007-L01-A01-000-35,电气专业,2020/10/12 0:00,1,施工阶段,公共区域,北京凤凰汇,华北大区,华润置地,综合体,7,1,6,0
ZRH(ZB)-2007-L01-A01-000-35,电气专业,2020/10/12 0:00,1,施工阶段,租户区域,北京凤凰汇,华北大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-2007-L01-A01-000-35,电气专业,2020/10/12 0:00,1,运营阶段,公共区域,北京凤凰汇,华北大区,华润置地,综合体,19,2,16,1
ZRH(ZB)-2007-L01-A01-000-35,电气专业,2020/10/12 0:00,1,运营阶段,租户区域,北京凤凰汇,华北大区,华润置地,综合体,10,1,7,2
ZRH(ZB)-2007-L01-A01-000-36,消防专业,2020/10/12 0:00,1,施工阶段,租户区域,长沙星沙万象汇,华中大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-2007-L01-A01-000-36,消防专业,2020/10/12 0:00,1,运营阶段,公共区域,长沙星沙万象汇,华中大区,华润置地,综合体,19,4,14,1
ZRH(ZB)-2007-L01-A01-000-36,消防专业,2020/10/12 0:00,1,运营阶段,租户区域,长沙星沙万象汇,华中大区,华润置地,综合体,6,4,2,0
ZRH(ZB)-2007-L01-A01-000-36,电梯专业,2020/10/12 0:00,1,运营阶段,井道,长沙星沙万象汇,华中大区,华润置地,综合体,3,0,2,1
ZRH(ZB)-2007-L01-A01-000-36,电梯专业,2020/10/12 0:00,1,运营阶段,扶手带与围裙板,长沙星沙万象汇,华中大区,华润置地,综合体,4,0,4,0
ZRH(ZB)-2007-L01-A01-000-36,电梯专业,2020/10/12 0:00,1,运营阶段,机房,长沙星沙万象汇,华中大区,华润置地,综合体,2,1,1,0
ZRH(ZB)-2007-L01-A01-000-36,电梯专业,2020/10/12 0:00,1,运营阶段,轿门与层门,长沙星沙万象汇,华中大区,华润置地,综合体,4,2,2,0
ZRH(ZB)-2007-L01-A01-000-36,电梯专业,2020/10/12 0:00,1,运营阶段,运行与标识,长沙星沙万象汇,华中大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-2007-L01-A01-000-36,电梯专业,2020/10/12 0:00,1,运营阶段,驱动与转向站,长沙星沙万象汇,华中大区,华润置地,综合体,1,1,0,0
ZRH(ZB)-2007-L01-A01-000-37,消防专业,2020/10/16 0:00,1,施工阶段,公共区域,哈尔滨万象汇,东北大区,华润置地,综合体,26,2,18,6
ZRH(ZB)-2007-L01-A01-000-37,消防专业,2020/10/16 0:00,1,施工阶段,租户区域,哈尔滨万象汇,东北大区,华润置地,综合体,46,2,43,1
ZRH(ZB)-2007-L01-A01-000-37,消防专业,2020/10/16 0:00,1,运营阶段,公共区域,哈尔滨万象汇,东北大区,华润置地,综合体,46,4,27,15
ZRH(ZB)-2007-L01-A01-000-37,消防专业,2020/10/16 0:00,1,运营阶段,租户区域,哈尔滨万象汇,东北大区,华润置地,综合体,32,2,21,9
ZRH(ZB)-2007-L01-A01-000-37,电梯专业,2020/10/16 0:00,1,设计阶段,扶手带与围裙板,哈尔滨万象汇,东北大区,华润置地,综合体,1,1,0,0
ZRH(ZB)-2007-L01-A01-000-37,电梯专业,2020/10/16 0:00,1,运营阶段,井道,哈尔滨万象汇,东北大区,华润置地,综合体,14,5,9,0
ZRH(ZB)-2007-L01-A01-000-37,电梯专业,2020/10/16 0:00,1,运营阶段,扶手带与围裙板,哈尔滨万象汇,东北大区,华润置地,综合体,5,1,4,0
ZRH(ZB)-2007-L01-A01-000-37,电梯专业,2020/10/16 0:00,1,运营阶段,机房,哈尔滨万象汇,东北大区,华润置地,综合体,15,9,5,1
ZRH(ZB)-2007-L01-A01-000-37,电梯专业,2020/10/16 0:00,1,运营阶段,轿厢与对重,哈尔滨万象汇,东北大区,华润置地,综合体,10,3,7,0
ZRH(ZB)-2007-L01-A01-000-37,电梯专业,2020/10/16 0:00,1,运营阶段,轿门与层门,哈尔滨万象汇,东北大区,华润置地,综合体,6,1,2,3
ZRH(ZB)-2007-L01-A01-000-37,电梯专业,2020/10/16 0:00,1,运营阶段,运行与标识,哈尔滨万象汇,东北大区,华润置地,综合体,4,2,2,0
ZRH(ZB)-2007-L01-A01-000-37,电梯专业,2020/10/16 0:00,1,运营阶段,驱动与转向站,哈尔滨万象汇,东北大区,华润置地,综合体,4,2,2,0
ZRH(ZB)-2007-L01-A01-000-37,电气专业,2020/10/16 0:00,1,施工阶段,公共区域,哈尔滨万象汇,东北大区,华润置地,综合体,18,1,17,0
ZRH(ZB)-2007-L01-A01-000-37,电气专业,2020/10/16 0:00,1,施工阶段,租户区域,哈尔滨万象汇,东北大区,华润置地,综合体,8,0,8,0
ZRH(ZB)-2007-L01-A01-000-37,电气专业,2020/10/16 0:00,1,运营阶段,公共区域,哈尔滨万象汇,东北大区,华润置地,综合体,4,0,3,1
ZRH(ZB)-2007-L01-A01-000-37,电气专业,2020/10/16 0:00,1,运营阶段,租户区域,哈尔滨万象汇,东北大区,华润置地,综合体,6,0,4,2
ZRH(ZB)-2007-L01-A01-000-38,消防专业,2020/10/15 0:00,1,施工阶段,公共区域,海口N次方,华南大区,华润置地,综合体,51,8,33,10
ZRH(ZB)-2007-L01-A01-000-38,消防专业,2020/10/15 0:00,1,运营阶段,公共区域,海口N次方,华南大区,华润置地,综合体,41,5,21,15
ZRH(ZB)-2007-L01-A01-000-38,电梯专业,2020/10/15 0:00,1,施工阶段,机房,海口N次方,华南大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-2007-L01-A01-000-38,电梯专业,2020/10/15 0:00,1,施工阶段,驱动与转向站,海口N次方,华南大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-2007-L01-A01-000-38,电梯专业,2020/10/15 0:00,1,运营阶段,井道,海口N次方,华南大区,华润置地,综合体,6,2,1,3
ZRH(ZB)-2007-L01-A01-000-38,电梯专业,2020/10/15 0:00,1,运营阶段,扶手带与围裙板,海口N次方,华南大区,华润置地,综合体,2,0,2,0
ZRH(ZB)-2007-L01-A01-000-38,电梯专业,2020/10/15 0:00,1,运营阶段,机房,海口N次方,华南大区,华润置地,综合体,1,1,0,0
ZRH(ZB)-2007-L01-A01-000-38,电梯专业,2020/10/15 0:00,1,运营阶段,轿厢与对重,海口N次方,华南大区,华润置地,综合体,2,0,1,1
ZRH(ZB)-2007-L01-A01-000-38,电梯专业,2020/10/15 0:00,1,运营阶段,驱动与转向站,海口N次方,华南大区,华润置地,综合体,2,1,1,0
ZRH(ZB)-2007-L01-A01-000-39,消防专业,2020/10/20 0:00,1,施工阶段,公共区域,临沂万象汇,华北大区,华润置地,综合体,52,4,41,7
ZRH(ZB)-2007-L01-A01-000-39,消防专业,2020/10/20 0:00,1,施工阶段,租户区域,临沂万象汇,华北大区,华润置地,综合体,64,7,55,2
ZRH(ZB)-2007-L01-A01-000-39,消防专业,2020/10/20 0:00,1,设计阶段,租户区域,临沂万象汇,华北大区,华润置地,综合体,1,1,0,0
ZRH(ZB)-2007-L01-A01-000-39,消防专业,2020/10/20 0:00,1,运营阶段,公共区域,临沂万象汇,华北大区,华润置地,综合体,60,4,47,9
ZRH(ZB)-2007-L01-A01-000-39,消防专业,2020/10/20 0:00,1,运营阶段,租户区域,临沂万象汇,华北大区,华润置地,综合体,43,4,33,6
ZRH(ZB)-2007-L01-A01-000-39,电梯专业,2020/10/20 0:00,1,运营阶段,井道,临沂万象汇,华北大区,华润置地,综合体,10,4,6,0
ZRH(ZB)-2007-L01-A01-000-39,电梯专业,2020/10/20 0:00,1,运营阶段,扶手带与围裙板,临沂万象汇,华北大区,华润置地,综合体,6,1,5,0
ZRH(ZB)-2007-L01-A01-000-39,电梯专业,2020/10/20 0:00,1,运营阶段,机房,临沂万象汇,华北大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-2007-L01-A01-000-39,电梯专业,2020/10/20 0:00,1,运营阶段,轿厢与对重,临沂万象汇,华北大区,华润置地,综合体,2,2,0,0
ZRH(ZB)-2007-L01-A01-000-39,电梯专业,2020/10/20 0:00,1,运营阶段,轿门与层门,临沂万象汇,华北大区,华润置地,综合体,3,0,3,0
ZRH(ZB)-2007-L01-A01-000-39,电梯专业,2020/10/20 0:00,1,运营阶段,运行与标识,临沂万象汇,华北大区,华润置地,综合体,4,2,2,0
ZRH(ZB)-2007-L01-A01-000-39,电梯专业,2020/10/20 0:00,1,运营阶段,驱动与转向站,临沂万象汇,华北大区,华润置地,综合体,5,0,5,0
ZRH(ZB)-2007-L01-A01-000-39,电气专业,2020/10/20 0:00,1,施工阶段,公共区域,临沂万象汇,华北大区,华润置地,综合体,14,1,13,0
ZRH(ZB)-2007-L01-A01-000-39,电气专业,2020/10/20 0:00,1,施工阶段,租户区域,临沂万象汇,华北大区,华润置地,综合体,8,0,5,3
ZRH(ZB)-2007-L01-A01-000-39,电气专业,2020/10/20 0:00,1,运营阶段,公共区域,临沂万象汇,华北大区,华润置地,综合体,13,1,10,2
ZRH(ZB)-2007-L01-A01-000-39,电气专业,2020/10/20 0:00,1,运营阶段,租户区域,临沂万象汇,华北大区,华润置地,综合体,8,0,8,0
ZRH(ZB)-2007-L01-A01-000-40,消防专业,2020/10/20 0:00,1,施工阶段,公共区域,重庆万象城,华西大区,华润置地,综合体,10,0,10,0
ZRH(ZB)-2007-L01-A01-000-40,消防专业,2020/10/20 0:00,1,施工阶段,租户区域,重庆万象城,华西大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-2007-L01-A01-000-40,消防专业,2020/10/20 0:00,1,运营阶段,公共区域,重庆万象城,华西大区,华润置地,综合体,61,12,40,9
ZRH(ZB)-2007-L01-A01-000-40,消防专业,2020/10/20 0:00,1,运营阶段,租户区域,重庆万象城,华西大区,华润置地,综合体,12,2,9,1
ZRH(ZB)-2007-L01-A01-000-40,电梯专业,2020/10/20 0:00,1,施工阶段,机房,重庆万象城,华西大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-2007-L01-A01-000-40,电梯专业,2020/10/20 0:00,1,运营阶段,井道,重庆万象城,华西大区,华润置地,综合体,5,2,3,0
ZRH(ZB)-2007-L01-A01-000-40,电梯专业,2020/10/20 0:00,1,运营阶段,扶手带与围裙板,重庆万象城,华西大区,华润置地,综合体,2,0,2,0
