project_code,major_name,plan_end_time,state,stage,area,project_tag,region_tag,headquarter_tag,profession_tag,sum of danger_number,count of risk_level=1,count of risk_level=2,count of risk_level=3
HRZD-CZGY-01,消防专业,2020/10/29 0:00,1,施工阶段,公共区域,有巢公寓北京亦庄文化园店,华北大区,华润置地,长租公寓,17,3,14,0
HRZD-CZGY-01,消防专业,2020/10/29 0:00,1,施工阶段,租户区域,有巢公寓北京亦庄文化园店,华北大区,华润置地,长租公寓,6,1,5,0
HRZD-CZGY-01,消防专业,2020/10/29 0:00,1,运营阶段,公共区域,有巢公寓北京亦庄文化园店,华北大区,华润置地,长租公寓,14,3,10,1
HRZD-CZGY-01,消防专业,2020/10/29 0:00,1,运营阶段,租户区域,有巢公寓北京亦庄文化园店,华北大区,华润置地,长租公寓,5,0,5,0
HRZD-CZGY-01,电梯专业,2020/10/29 0:00,1,运营阶段,井道,有巢公寓北京亦庄文化园店,华北大区,华润置地,长租公寓,14,0,13,1
HRZD-CZGY-01,电梯专业,2020/10/29 0:00,1,运营阶段,机房,有巢公寓北京亦庄文化园店,华北大区,华润置地,长租公寓,6,2,3,1
HRZD-CZGY-01,电梯专业,2020/10/29 0:00,1,运营阶段,资料,有巢公寓北京亦庄文化园店,华北大区,华润置地,长租公寓,2,2,0,0
HRZD-CZGY-01,电梯专业,2020/10/29 0:00,1,运营阶段,轿厢与对重,有巢公寓北京亦庄文化园店,华北大区,华润置地,长租公寓,5,2,3,0
HRZD-CZGY-02,消防专业,2020/11/2 0:00,1,运营阶段,公共区域,有巢公寓大连考拉住区店,华北大区,华润置地,长租公寓,16,2,14,0
HRZD-CZGY-02,电梯专业,2020/11/2 0:00,1,运营阶段,井道,有巢公寓大连考拉住区店,华北大区,华润置地,长租公寓,6,1,5,0
HRZD-CZGY-02,电梯专业,2020/11/2 0:00,1,运营阶段,机房,有巢公寓大连考拉住区店,华北大区,华润置地,长租公寓,12,3,8,1
HRZD-CZGY-02,电梯专业,2020/11/2 0:00,1,运营阶段,轿厢与对重,有巢公寓大连考拉住区店,华北大区,华润置地,长租公寓,3,0,2,1
HRZD-CZGY-02,电梯专业,2020/11/2 0:00,1,运营阶段,轿门与层门,有巢公寓大连考拉住区店,华北大区,华润置地,长租公寓,2,0,2,0
HRZD-CZGY-03,消防专业,2020/11/4 0:00,1,施工阶段,公共区域,有巢公馆上海三林店,华东大区,华润置地,长租公寓,3,1,2,0
HRZD-CZGY-03,消防专业,2020/11/4 0:00,1,运营阶段,公共区域,有巢公馆上海三林店,华东大区,华润置地,长租公寓,23,6,14,3
HRZD-CZGY-03,电梯专业,2020/11/4 0:00,1,运营阶段,井道,有巢公馆上海三林店,华东大区,华润置地,长租公寓,7,2,5,0
HRZD-CZGY-03,电梯专业,2020/11/4 0:00,1,运营阶段,机房,有巢公馆上海三林店,华东大区,华润置地,长租公寓,8,6,1,1
HRZD-CZGY-03,电梯专业,2020/11/4 0:00,1,运营阶段,轿厢与对重,有巢公馆上海三林店,华东大区,华润置地,长租公寓,5,1,3,1
HRZD-CZGY-03,电梯专业,2020/11/4 0:00,1,运营阶段,轿门与层门,有巢公馆上海三林店,华东大区,华润置地,长租公寓,5,1,2,2
HRZD-CZGY-04,消防专业,2020/11/5 0:00,1,施工阶段,公共区域,有巢公寓余姚五彩城店,华东大区,华润置地,长租公寓,4,2,2,0
HRZD-CZGY-04,消防专业,2020/11/5 0:00,1,运营阶段,公共区域,有巢公寓余姚五彩城店,华东大区,华润置地,长租公寓,19,3,15,1
HRZD-CZGY-04,电梯专业,2020/11/5 0:00,1,运营阶段,井道,有巢公寓余姚五彩城店,华东大区,华润置地,长租公寓,14,3,11,0
HRZD-CZGY-04,电梯专业,2020/11/5 0:00,1,运营阶段,机房,有巢公寓余姚五彩城店,华东大区,华润置地,长租公寓,7,2,4,1
HRZD-CZGY-04,电梯专业,2020/11/5 0:00,1,运营阶段,轿厢与对重,有巢公寓余姚五彩城店,华东大区,华润置地,长租公寓,1,0,1,0
HRZD-CZGY-04,电梯专业,2020/11/5 0:00,1,运营阶段,轿门与层门,有巢公寓余姚五彩城店,华东大区,华润置地,长租公寓,6,0,6,0
HRZD-CZGY-05,消防专业,2020/11/6 0:00,1,施工阶段,公共区域,宁波彩虹北路店,华东大区,华润置地,长租公寓,5,0,4,1
HRZD-CZGY-05,消防专业,2020/11/6 0:00,1,运营阶段,公共区域,宁波彩虹北路店,华东大区,华润置地,长租公寓,19,5,11,3
HRZD-CZGY-05,消防专业,2020/11/6 0:00,1,运营阶段,租户区域,宁波彩虹北路店,华东大区,华润置地,长租公寓,2,0,1,1
HRZD-CZGY-05,电梯专业,2020/11/6 0:00,1,运营阶段,井道,宁波彩虹北路店,华东大区,华润置地,长租公寓,16,7,9,0
HRZD-CZGY-05,电梯专业,2020/11/6 0:00,1,运营阶段,机房,宁波彩虹北路店,华东大区,华润置地,长租公寓,5,2,3,0
HRZD-CZGY-05,电梯专业,2020/11/6 0:00,1,运营阶段,监控和安全装置,宁波彩虹北路店,华东大区,华润置地,长租公寓,2,0,0,2
HRZD-CZGY-05,电梯专业,2020/11/6 0:00,1,运营阶段,资料,宁波彩虹北路店,华东大区,华润置地,长租公寓,1,1,0,0
HRZD-CZGY-05,电梯专业,2020/11/6 0:00,1,运营阶段,轿厢与对重,宁波彩虹北路店,华东大区,华润置地,长租公寓,8,3,5,0
HRZD-CZGY-05,电梯专业,2020/11/6 0:00,1,运营阶段,轿门与层门,宁波彩虹北路店,华东大区,华润置地,长租公寓,3,2,1,0
HRZD-CZGY-06,消防专业,2020/11/8 0:00,1,施工阶段,公共区域,深圳留仙洞门店,华南大区,华润置地,长租公寓,26,5,15,6
HRZD-CZGY-06,消防专业,2020/11/8 0:00,1,运营阶段,公共区域,深圳留仙洞门店,华南大区,华润置地,长租公寓,19,5,11,3
HRZD-CZGY-06,电梯专业,2020/11/8 0:00,1,运营阶段,井道,深圳留仙洞门店,华南大区,华润置地,长租公寓,8,2,6,0
HRZD-CZGY-06,电梯专业,2020/11/8 0:00,1,运营阶段,机房,深圳留仙洞门店,华南大区,华润置地,长租公寓,11,6,4,1
HRZD-CZGY-06,电梯专业,2020/11/8 0:00,1,运营阶段,监控和安全装置,深圳留仙洞门店,华南大区,华润置地,长租公寓,2,1,0,1
HRZD-CZGY-06,电梯专业,2020/11/8 0:00,1,运营阶段,轿厢与对重,深圳留仙洞门店,华南大区,华润置地,长租公寓,1,0,0,1
HRZD-CZGY-06,电梯专业,2020/11/8 0:00,1,运营阶段,轿门与层门,深圳留仙洞门店,华南大区,华润置地,长租公寓,6,0,4,2
HRZD-HD-SH-001-01,其他专业,2020/3/20 0:00,1,施工,公共区域,上海万象城,华东大区,华润置地,综合体,10,2,4,1
HRZD-HD-SH-001-01,其他专业,2020/3/20 0:00,1,施工,租户区域,上海万象城,华东大区,华润置地,综合体,3,0,2,1
HRZD-HD-SH-001-01,其他专业,2020/3/20 0:00,1,装修,公共区域,上海万象城,华东大区,华润置地,综合体,6,2,3,0
HRZD-HD-SH-001-01,其他专业,2020/3/20 0:00,1,设计,公共区域,上海万象城,华东大区,华润置地,综合体,6,2,2,0
HRZD-HD-SH-001-01,其他专业,2020/3/20 0:00,1,运营,公共区域,上海万象城,华东大区,华润置地,综合体,5,0,1,3
HRZD-HD-SH-001-01,其他专业,2020/3/20 0:00,2,施工,公共区域,上海万象城,华东大区,华润置地,综合体,3,0,0,3
HRZD-HD-SH-001-01,其他专业,2020/3/20 0:00,2,装修,公共区域,上海万象城,华东大区,华润置地,综合体,1,0,1,0
HRZD-HD-SH-001-01,其他专业,2020/3/20 0:00,2,设计,公共区域,上海万象城,华东大区,华润置地,综合体,2,0,1,0
HRZD-HD-SH-001-01,其他专业,2020/3/20 0:00,2,设计,租户区域,上海万象城,华东大区,华润置地,综合体,1,0,0,1
HRZD-HD-SH-001-01,其他专业,2020/3/20 0:00,2,运营,公共区域,上海万象城,华东大区,华润置地,综合体,2,0,2,0
HRZD-HD-SH-001-01,其他专业,2020/3/20 0:00,3,装修,租户区域,上海万象城,华东大区,华润置地,综合体,1,1,0,0
HRZD-HD-SH-001-01,其他专业,2020/3/20 0:00,3,设计,租户区域,上海万象城,华东大区,华润置地,综合体,2,0,1,1
HRZD-HD-SH-001-01,消防专业,2020/3/20 0:00,2,设计,租户区域,上海万象城,华东大区,华润置地,综合体,1,1,0,0
HRZD-HD-SH-001-01,消防专业,2020/3/20 0:00,3,设计,公共区域,上海万象城,华东大区,华润置地,综合体,4,1,3,0
HRZD-HD-SH-001-01,消防专业,2020/3/20 0:00,3,设计,租户区域,上海万象城,华东大区,华润置地,综合体,2,0,0,2
HRZD-HD-SH-001-01,消防专业,2020/3/20 0:00,3,运营,公共区域,上海万象城,华东大区,华润置地,综合体,3,2,0,1
HRZD-HD-SH-001-01,燃气专业,2020/3/20 0:00,1,装修,公共区域,上海万象城,华东大区,华润置地,综合体,3,1,0,1
HRZD-HD-SH-001-01,燃气专业,2020/3/20 0:00,1,装修,租户区域,上海万象城,华东大区,华润置地,综合体,2,0,2,0
HRZD-HD-SH-001-01,燃气专业,2020/3/20 0:00,1,设计,公共区域,上海万象城,华东大区,华润置地,综合体,2,0,2,0
HRZD-HD-SH-001-01,燃气专业,2020/3/20 0:00,1,运营,公共区域,上海万象城,华东大区,华润置地,综合体,2,2,0,0
HRZD-HD-SH-001-01,燃气专业,2020/3/20 0:00,1,运营,租户区域,上海万象城,华东大区,华润置地,综合体,1,0,1,0
SHSDGC-ZRH-2020-01,消防专业,2020/11/6 0:00,1,施工阶段,公共区域,上海时代广场,华东大区,华润置地,综合体,57,14,32,11
SHSDGC-ZRH-2020-01,消防专业,2020/11/6 0:00,1,施工阶段,租户区域,上海时代广场,华东大区,华润置地,综合体,11,2,8,1
SHSDGC-ZRH-2020-01,消防专业,2020/11/6 0:00,1,运营阶段,公共区域,上海时代广场,华东大区,华润置地,综合体,215,33,151,31
SHSDGC-ZRH-2020-01,消防专业,2020/11/6 0:00,1,运营阶段,租户区域,上海时代广场,华东大区,华润置地,综合体,143,5,118,20
SHSDGC-ZRH-2020-01,电梯专业,2020/11/6 0:00,1,施工阶段,井道,上海时代广场,华东大区,华润置地,综合体,1,0,1,0
SHSDGC-ZRH-2020-01,电梯专业,2020/11/6 0:00,1,施工阶段,机房,上海时代广场,华东大区,华润置地,综合体,1,0,1,0
SHSDGC-ZRH-2020-01,电梯专业,2020/11/6 0:00,1,施工阶段,轿门与层门,上海时代广场,华东大区,华润置地,综合体,4,1,3,0
SHSDGC-ZRH-2020-01,电梯专业,2020/11/6 0:00,1,设计阶段,驱动与转向站,上海时代广场,华东大区,华润置地,综合体,1,0,1,0
SHSDGC-ZRH-2020-01,电梯专业,2020/11/6 0:00,1,运营阶段,井道,上海时代广场,华东大区,华润置地,综合体,6,2,2,2
SHSDGC-ZRH-2020-01,电梯专业,2020/11/6 0:00,1,运营阶段,扶手带与围裙板,上海时代广场,华东大区,华润置地,综合体,4,1,3,0
SHSDGC-ZRH-2020-01,电梯专业,2020/11/6 0:00,1,运营阶段,机房,上海时代广场,华东大区,华润置地,综合体,4,0,3,1
SHSDGC-ZRH-2020-01,电梯专业,2020/11/6 0:00,1,运营阶段,监控和安全装置,上海时代广场,华东大区,华润置地,综合体,4,0,1,3
SHSDGC-ZRH-2020-01,电梯专业,2020/11/6 0:00,1,运营阶段,资料,上海时代广场,华东大区,华润置地,综合体,2,1,0,1
SHSDGC-ZRH-2020-01,电梯专业,2020/11/6 0:00,1,运营阶段,轿厢与对重,上海时代广场,华东大区,华润置地,综合体,7,0,5,2
SHSDGC-ZRH-2020-01,电梯专业,2020/11/6 0:00,1,运营阶段,轿门与层门,上海时代广场,华东大区,华润置地,综合体,8,2,3,3
SHSDGC-ZRH-2020-01,电梯专业,2020/11/6 0:00,1,运营阶段,运行与标识,上海时代广场,华东大区,华润置地,综合体,1,1,0,0
SHSDGC-ZRH-2020-01,电梯专业,2020/11/6 0:00,1,运营阶段,驱动与转向站,上海时代广场,华东大区,华润置地,综合体,10,2,8,0
SHSDGC-ZRH-2020-01,电气专业,2020/11/6 0:00,1,施工阶段,公共区域,上海时代广场,华东大区,华润置地,综合体,51,5,43,3
SHSDGC-ZRH-2020-01,电气专业,2020/11/6 0:00,1,施工阶段,租户区域,上海时代广场,华东大区,华润置地,综合体,8,1,5,2
SHSDGC-ZRH-2020-01,电气专业,2020/11/6 0:00,1,运营阶段,公共区域,上海时代广场,华东大区,华润置地,综合体,13,3,7,3
SHSDGC-ZRH-2020-01,电气专业,2020/11/6 0:00,1,运营阶段,租户区域,上海时代广场,华东大区,华润置地,综合体,16,3,8,5
WH(DL)-2004-L01-A01-001-001,其他专业,2020/4/17 0:00,1,施工,租户区域,鞍山万象汇,东北大区,华润置地,综合体,2,0,0,2
WH(DL)-2004-L01-A01-001-001,其他专业,2020/4/17 0:00,1,运营,公共区域,鞍山万象汇,东北大区,华润置地,综合体,2,0,1,0
WH(DL)-2004-L01-A01-001-001,消防专业,2020/4/17 0:00,1,施工,公共区域,鞍山万象汇,东北大区,华润置地,综合体,68,0,5,3
WH(DL)-2004-L01-A01-001-001,消防专业,2020/4/17 0:00,1,施工,租户区域,鞍山万象汇,东北大区,华润置地,综合体,2,0,0,2
WH(DL)-2004-L01-A01-001-001,消防专业,2020/4/17 0:00,1,装修,租户区域,鞍山万象汇,东北大区,华润置地,综合体,1,0,0,1
WH(DL)-2004-L01-A01-001-001,消防专业,2020/4/17 0:00,1,运营,公共区域,鞍山万象汇,东北大区,华润置地,综合体,71,7,23,8
WH(DL)-2004-L01-A01-001-001,燃气专业,2020/4/17 0:00,1,运营,公共区域,鞍山万象汇,东北大区,华润置地,综合体,1,0,1,0
WH(DL)-2004-L01-A01-001-001,电梯专业,2020/4/17 0:00,1,运营,公共区域,鞍山万象汇,东北大区,华润置地,综合体,1,0,1,0
WH(DL)-2004-L01-A01-004-001,水务专业,2020/4/17 0:00,1,施工,公共区域,沈阳万象城,东北大区,华润置地,综合体,4,0,1,0
WH(DL)-2004-L01-A01-004-001,消防专业,2020/4/17 0:00,1,施工,公共区域,沈阳万象城,东北大区,华润置地,综合体,16,0,6,0
WH(DL)-2004-L01-A01-004-001,消防专业,2020/4/17 0:00,1,设计,公共区域,沈阳万象城,东北大区,华润置地,综合体,3,0,2,0
WH(DL)-2004-L01-A01-004-001,消防专业,2020/4/17 0:00,1,运营,公共区域,沈阳万象城,东北大区,华润置地,综合体,49,6,21,4
WH(DL)-2004-L01-A01-004-001,消防专业,2020/4/17 0:00,1,运营,租户区域,沈阳万象城,东北大区,华润置地,综合体,6,1,3,0
ZRH(ZB)-1805-L01-B01-000-05,其他专业,2020/4/18 0:00,1,运营,公共区域,昆山万象汇,华东大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-1805-L01-B01-000-05,暖通专业,2020/4/18 0:00,1,运营,公共区域,昆山万象汇,华东大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-1805-L01-B01-000-05,消防专业,2020/4/18 0:00,1,施工,公共区域,昆山万象汇,华东大区,华润置地,综合体,4,1,3,0
ZRH(ZB)-1805-L01-B01-000-05,消防专业,2020/4/18 0:00,1,运营,公共区域,昆山万象汇,华东大区,华润置地,综合体,38,11,19,8
ZRH(ZB)-1805-L01-B01-000-05,电气专业,2020/4/18 0:00,1,运营,公共区域,昆山万象汇,华东大区,华润置地,综合体,1,1,0,0
ZRH(ZB)-1805-L01-B01-000-058,其他专业,2020/3/27 0:00,1,施工,公共区域,西安体育会展中心,华西大区,华润置地,会展,1,0,1,0
ZRH(ZB)-1805-L01-B01-000-058,消防专业,2020/3/27 0:00,1,施工,公共区域,西安体育会展中心,华西大区,华润置地,会展,17,2,9,4
ZRH(ZB)-1805-L01-B01-000-059,其他专业,2020/4/15 0:00,1,施工,公共区域,哈尔滨万象汇,东北大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-1805-L01-B01-000-059,消防专业,2020/4/15 0:00,1,施工,公共区域,哈尔滨万象汇,东北大区,华润置地,综合体,20,5,11,4
ZRH(ZB)-1805-L01-B01-000-059,消防专业,2020/4/15 0:00,1,运营,公共区域,哈尔滨万象汇,东北大区,华润置地,综合体,7,0,4,3
ZRH(ZB)-1805-L01-B01-000-059,燃气专业,2020/4/15 0:00,1,施工,公共区域,哈尔滨万象汇,东北大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-1805-L01-B01-000-059,燃气专业,2020/4/15 0:00,1,施工,租户区域,哈尔滨万象汇,东北大区,华润置地,综合体,4,0,4,0
ZRH(ZB)-1805-L01-B01-000-059,燃气专业,2020/4/15 0:00,1,运营,租户区域,哈尔滨万象汇,东北大区,华润置地,综合体,1,0,0,1
ZRH(ZB)-1805-L01-B01-000-059-03,燃气专业,2020/4/17 0:00,1,施工,租户区域,济南万象城,华北大区,华润置地,综合体,6,0,6,0
ZRH(ZB)-1805-L01-B01-000-059-03,燃气专业,2020/4/17 0:00,1,运营,租户区域,济南万象城,华北大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-1805-L01-B01-000-059-04,在建专业,2020/4/17 0:00,1,施工,公共区域,合肥庐阳万象汇,华中大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-1805-L01-B01-000-059-04,在建专业,2020/4/17 0:00,1,运营,公共区域,合肥庐阳万象汇,华中大区,华润置地,综合体,1,1,0,0
ZRH(ZB)-1805-L01-B01-000-059-04,消防专业,2020/4/17 0:00,1,施工,公共区域,合肥庐阳万象汇,华中大区,华润置地,综合体,3,0,2,0
ZRH(ZB)-1805-L01-B01-000-059-04,消防专业,2020/4/17 0:00,1,施工阶段,公共区域,合肥庐阳万象汇,华中大区,华润置地,综合体,1,0,1,0
ZRH(ZB)-1805-L01-B01-000-059-04,消防专业,2020/4/17 0:00,1,运营,公共区域,合肥庐阳万象汇,华中大区,华润置地,综合体,26,5,15,6
ZRH(ZB)-1903-L01-B01-000-018,其他专业,2020/5/5 0:00,1,设计,公共区域,长春配送中心(日日顺-绿园-大家电),东北区域,菜鸟物流,仓储物流,32,0,32,0
ZRH(ZB)-1903-L01-B01-000-019,其他专业,2020/5/6 0:00,1,设计,公共区域,菜鸟大件长春安得仓,东北区域,菜鸟物流,仓储物流,12,11,1,0
ZRH(ZB)-1903-L01-B01-000-019,其他专业,2020/5/6 0:00,1,运营,公共区域,菜鸟大件长春安得仓,东北区域,菜鸟物流,仓储物流,1,0,1,0
ZRH(ZB)-1903-L01-B01-000-020,消防专业,2020/5/8 0:00,1,运营,公共区域,沈阳配送中心(日日顺-沈北-大家电),东北区域,菜鸟物流,仓储物流,1,0,1,0
ZRH(ZB)-1903-L01-B01-000-020,电气专业,2020/5/8 0:00,1,运营,公共区域,沈阳配送中心(日日顺-沈北-大家电),东北区域,菜鸟物流,仓储物流,2,0,2,0
ZRH(ZB)-1903-L01-B01-000-028,其他专业,2020/5/7 0:00,1,运营,公共区域,菜鸟武汉金口仓储检查项目,华中区域,菜鸟物流,仓储物流,2,1,1,0
ZRH(ZB)-1903-L01-B01-000-028,消防专业,2020/5/7 0:00,1,设计,公共区域,菜鸟武汉金口仓储检查项目,华中区域,菜鸟物流,仓储物流,1,0,1,0
ZRH(ZB)-1903-L01-B01-000-028,消防专业,2020/5/7 0:00,1,运营,公共区域,菜鸟武汉金口仓储检查项目,华中区域,菜鸟物流,仓储物流,3,0,3,0
ZRH(ZB)-1903-L01-B01-000-028,消防专业,2020/5/7 0:00,1,运营,租户区域,菜鸟武汉金口仓储检查项目,华中区域,菜鸟物流,仓储物流,4,1,3,0
ZRH(ZB)-1903-L01-B01-000-028,电气专业,2020/5/7 0:00,1,运营,租户区域,菜鸟武汉金口仓储检查项目,华中区域,菜鸟物流,仓储物流,1,0,1,0
ZRH(ZB)-1903-L01-B01-000-0301,其他专业,2020/5/18 0:00,1,设计,公共区域,淮安分拨中心,华东区域,菜鸟物流,仓储物流,1,0,1,0
ZRH(ZB)-1903-L01-B01-000-0301,其他专业,2020/5/18 0:00,1,运营,公共区域,淮安分拨中心,华东区域,菜鸟物流,仓储物流,6,2,4,0
ZRH(ZB)-1903-L01-B01-000-0301,消防专业,2020/5/18 0:00,1,设计,公共区域,淮安分拨中心,华东区域,菜鸟物流,仓储物流,1,0,0,1
ZRH(ZB)-1903-L01-B01-000-0301,消防专业,2020/5/18 0:00,1,运营,公共区域,淮安分拨中心,华东区域,菜鸟物流,仓储物流,10,2,5,1
ZRH(ZB)-1903-L01-B01-000-032,其他专业,2020/5/19 0:00,1,运营,公共区域,零售通宿迁城市仓,华东区域,菜鸟物流,仓储物流,7,2,5,0
ZRH(ZB)-1903-L01-B01-000-032,消防专业,2020/5/19 0:00,1,运营,公共区域,零售通宿迁城市仓,华东区域,菜鸟物流,仓储物流,25,5,17,3
ZRH(ZB)-1903-L01-B01-000-033,其他专业,2020/5/21 0:00,1,运营,公共区域,零售通南京城市仓,华东区域,菜鸟物流,仓储物流,2,2,0,0
ZRH(ZB)-1903-L01-B01-000-033,消防专业,2020/5/21 0:00,1,运营,公共区域,零售通南京城市仓,华东区域,菜鸟物流,仓储物流,10,1,5,4
ZRH(ZB)-1903-L01-B01-000-038,其他专业,2020/5/25 0:00,1,运营,公共区域,基森G8-松江出口加工区南乐路99号,华东区域,菜鸟物流,仓储物流,3,2,1,0
ZRH(ZB)-1903-L01-B01-000-038,消防专业,2020/5/25 0:00,1,运营,公共区域,基森G8-松江出口加工区南乐路99号,华东区域,菜鸟物流,仓储物流,5,0,5,0
ZRH(ZB)-1903-L01-B01-000-039,其他专业,2020/5/25 0:00,1,运营,公共区域,基森G1-松江出口加工区三庄路288号,华东区域,菜鸟物流,仓储物流,3,3,0,0
ZRH(ZB)-1903-L01-B01-000-040,其他专业,2020/5/26 0:00,1,运营,公共区域,基森GS-松江出口加工区茸华路355号,华东区域,菜鸟物流,仓储物流,5,1,4,0
ZRH(ZB)-1903-L01-B01-000-040,消防专业,2020/5/26 0:00,1,运营,公共区域,基森GS-松江出口加工区茸华路355号,华东区域,菜鸟物流,仓储物流,1,0,1,0
ZRH(ZB)-1903-L01-B01-000-040,燃气专业,2020/5/26 0:00,1,运营,公共区域,基森GS-松江出口加工区茸华路355号,华东区域,菜鸟物流,仓储物流,1,1,0,0
ZRH(ZB)-1903-L01-B01-000-041,其他专业,2020/5/26 0:00,1,运营,公共区域,基森G7-松江出口加工区茸华路268号,华东区域,菜鸟物流,仓储物流,5,4,1,0
ZRH(ZB)-1903-L01-B01-000-041,消防专业,2020/5/26 0:00,1,运营,公共区域,基森G7-松江出口加工区茸华路268号,华东区域,菜鸟物流,仓储物流,2,0,2,0
ZRH(ZB)-1903-L01-B01-000-042,其他专业,2020/5/26 0:00,1,运营,公共区域,基森G2-松江出口加工区茸江路120号,华东区域,菜鸟物流,仓储物流,3,2,1,0
ZRH(ZB)-1903-L01-B01-000-042,消防专业,2020/5/26 0:00,1,运营,公共区域,基森G2-松江出口加工区茸江路120号,华东区域,菜鸟物流,仓储物流,7,0,6,0
ZRH(ZB)-1903-L01-B01-000-043,其他专业,2020/5/27 0:00,1,运营,公共区域,捷利,华东区域,菜鸟物流,仓储物流,5,1,4,0
ZRH(ZB)-1903-L01-B01-000-043,在建专业,2020/5/27 0:00,1,运营,公共区域,捷利,华东区域,菜鸟物流,仓储物流,1,1,0,0
ZRH(ZB)-1903-L01-B01-000-043,消防专业,2020/5/27 0:00,1,运营,公共区域,捷利,华东区域,菜鸟物流,仓储物流,4,0,4,0
ZRH(ZB)-1903-L01-B01-000-044,其他专业,2020/5/29 0:00,1,运营,公共区域,时丰,华东区域,菜鸟物流,仓储物流,8,4,4,0
ZRH(ZB)-1903-L01-B01-000-044,水务专业,2020/5/29 0:00,1,运营,公共区域,时丰,华东区域,菜鸟物流,仓储物流,4,4,0,0
ZRH(ZB)-1903-L01-B01-000-044,消防专业,2020/5/29 0:00,1,运营,公共区域,时丰,华东区域,菜鸟物流,仓储物流,4,3,1,0
ZRH(ZB)-1903-L01-B01-000-044,燃气专业,2020/5/29 0:00,1,运营,公共区域,时丰,华东区域,菜鸟物流,仓储物流,2,0,2,0
ZRH(ZB)-1903-L01-B01-000-045,其他专业,2020/5/30 0:00,1,运营,公共区域,北领,华东区域,菜鸟物流,仓储物流,1,1,0,0
ZRH(ZB)-1903-L01-B01-000-052,电气专业,2020/5/29 0:00,1,施工,公共区域,百世宁波北仑保税仓（庐山仓）项目,华东区域,菜鸟物流,仓储物流,1,0,0,1
ZRH(ZB)-1903-L01-B01-000-052,电气专业,2020/5/29 0:00,1,运营,公共区域,百世宁波北仑保税仓（庐山仓）项目,华东区域,菜鸟物流,仓储物流,3,1,2,0
ZRH(ZB)-1903-L01-B01-000-053,其他专业,2020/5/29 0:00,1,运营,公共区域,宁兴宁波北仑保税仓项目,华东区域,菜鸟物流,仓储物流,1,0,1,0
ZRH(ZB)-1903-L01-B01-000-053,在建专业,2020/5/29 0:00,1,施工,租户区域,宁兴宁波北仑保税仓项目,华东区域,菜鸟物流,仓储物流,1,1,0,0
ZRH(ZB)-1903-L01-B01-000-053,电气专业,2020/5/29 0:00,1,施工,公共区域,宁兴宁波北仑保税仓项目,华东区域,菜鸟物流,仓储物流,4,0,4,0
ZRH(ZB)-1903-L01-B01-000-053,电气专业,2020/5/29 0:00,1,施工,租户区域,宁兴宁波北仑保税仓项目,华东区域,菜鸟物流,仓储物流,2,1,1,0
ZRH(ZB)-1903-L01-B01-000-053,电气专业,2020/5/29 0:00,1,运营,公共区域,宁兴宁波北仑保税仓项目,华东区域,菜鸟物流,仓储物流,9,3,4,2
ZRH(ZB)-1903-L01-B01-000-055,电气专业,2020/5/29 0:00,1,施工,公共区域,富立易海仓,华东区域,菜鸟物流,仓储物流,2,0,2,0
ZRH(ZB)-1903-L01-B01-000-056,其他专业,2020/6/7 0:00,1,运营,公共区域,慈溪北领跨境仓,华东区域,菜鸟物流,仓储物流,44,5,16,8
ZRH(ZB)-1903-L01-B01-000-057,其他专业,2020/6/5 0:00,1,设计,公共区域,浙江金华物流园,华东区域,菜鸟物流,仓储物流,1,0,1,0
ZRH(ZB)-1903-L01-B01-000-057,消防专业,2020/6/5 0:00,1,设计,公共区域,浙江金华物流园,华东区域,菜鸟物流,仓储物流,1,0,1,0
ZRH(ZB)-1903-L01-B01-000-065,消防专业,2020/8/25 0:00,1,施工阶段,公共区域,上海嘉定物流园,华东区域,菜鸟物流,仓储物流,6,0,6,0
ZRH(ZB)-1903-L01-B01-000-065,消防专业,2020/8/25 0:00,1,运营阶段,公共区域,上海嘉定物流园,华东区域,菜鸟物流,仓储物流,27,0,27,0
ZRH(ZB)-1903-L01-B01-000-066,消防专业,2020/8/26 0:00,1,施工阶段,公共区域,福建漳州物流园,华南区域,菜鸟物流,仓储物流,1,0,1,0
ZRH(ZB)-1903-L01-B01-000-066,消防专业,2020/8/26 0:00,1,运营阶段,公共区域,福建漳州物流园,华南区域,菜鸟物流,仓储物流,32,3,15,14
ZRH(ZB)-1903-L01-B01-000-066,燃气专业,2020/8/26 0:00,1,运营阶段,公共区域,福建漳州物流园,华南区域,菜鸟物流,仓储物流,24,5,18,1
ZRH(ZB)-1903-L01-B01-000-066,电气专业,2020/8/26 0:00,1,设计阶段,公共区域,福建漳州物流园,华南区域,菜鸟物流,仓储物流,1,0,1,0
ZRH(ZB)-1903-L01-B01-000-066,电气专业,2020/8/26 0:00,1,运营阶段,公共区域,福建漳州物流园,华南区域,菜鸟物流,仓储物流,30,5,10,15
ZRH(ZB)-1903-L01-B01-000-067,消防专业,2020/8/28 0:00,1,施工阶段,公共区域,泉州晋江物流园,华南区域,菜鸟物流,仓储物流,2,0,2,0
